,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
34763,13106986,84472569.0,2016-07-07,38910586.0,Jana,host canceled reservation day arrival automated posting,0.0,reservation day
34764,13106986,86826269.0,2016-07-17,38593982.0,Michael,check process dreadful key pick awkward non resident host uses agency located 1 5 km apartment apartment 6th floor 95 stairs without elevator tough 72 year old luggage long day traveling took 3 hrs arrival key stop getting settled,-0.652,72 year old
34773,13106986,256010649.0,2018-04-22,56159738.0,Reidar,great weekend oslo staying centrally located spacious apartment since arrived car great find could park street one block apartment 24 7 parking awesome penthouse lot space nice view xlnt amenities definitely request apartment,0.9633,weekend
34775,13106986,285208428.0,2018-07-03,186415384.0,Wai Sze,rasmus place advertised stairs bad location fantastic terms catching bus anywhere else city especially enjoyed breezy place hot summer day place well stocked dry goods spices towels set guests staying place mads helped us check friendly helpful really enjoyed sitting lounge balcony chilling long day exploration,0.945,summer day
34789,13133104,98369468.0,2016-08-30,14091918.0,Lisa & Zsolt,host canceled reservation 8 days arrival automated posting,0.0,reservation 8 days
34792,13133104,180795062.0,2017-08-11,76368391.0,'Lena,place gjermund perfect stayed week fully recomand place gone 5 days misunderstood came home dresses spelled water hanging dry sodaboxes going take back shop later plate waterbottle sink felt really bad coming home laughed said could handle talked little evening really intelligent funny smiled lot dident feel like stranger recomend wouldent mind staying home,0.9182,5 days
34796,13133104,7.121030541272475e+17,2022-09-09,199170754.0,Elizaveta,incredible stay br place cosy quite close center everything needed couple days trip even hairdryer mentioned gjermund lovely person live friendly helpful thank hospitality fell love olso,0.9477,couple days
34808,13144954,96246406.0,2016-08-22,89889045.0,Solfrid,hadde veldig fine dager gunnhildes nydelige leilighet den var absolutt slik den ble beskrevet utrolig kul stil en flott hj rneg rd fra 1890 rene med mange orginale detaljer og en av majorstuens aller fineste gater sov veldig godt det flotte hj rnerommet den store rosetten gunnhilde er en veldig god vert pen og gjestfri hun disket ogs opp med god frokost noe jeg ikke forventet som jeg spiste ute solen p balkongen herlig kan alts anbefale gunnhildes nydelige leilighet til alle som liker klassiske byg rdleiligheter med luft takh yde og ro og med en kjempehyggelig og interessant vert meg er dette mye bedre enn hotel,0.6124,1890
34833,13144954,237777640.0,2018-02-24,37920209.0,Grace,gunnhilde fantastic host apartment perfect stay apartment beautiful great location close majoursten station many shops cafes nearby gunnhilde made feel much home helpful recommending places visit nice relaxing chatting long day two week stay oslo better would definitely recommend,0.9851,long day two week
34846,13144954,404462323.0,2019-01-24,39154847.0,Jan,excellent host value money location br stayed two weeks positive impressions gunnhilde rolemodel host excellent sense socialize br beautiful appartment quiet neighborhood yet close air port shuttle subway trams br br warmest recommendations,0.9678,two weeks
34860,13144954,525858469.0,2019-09-08,95066783.0,Tiffany,best airbnb experience ever reason people choose airbnb first place gunnhilde set bar high rest trip beautiful apartment convenient area close train station easy access check easy gunnhilde greeted door helped drag big suitcase stairs warning people wheelchairs apartment beautiful well decorated guest room large bright comfortable bed comfortable best two nights sleep offered lots local suggestions tell really takes pride city breakfast expertly cooked prepared felt spoiled husband meeting oslo following night separate flights due work mentioned starting honeymoon left evening could enjoy place highly recommend place anyone,0.9912,two nights
34873,13144954,5.04823964103927e+17,2021-11-27,109797449.0,Inga,really enjoyed stay gunnhildes apartment cosy spacious located cute neighborhood br gunnhilde lovely host really made sure good time br br two nice days oslo partly also thanks gunnhilde,0.9664,two nice days
34880,13168940,6.585403462130025e+17,2022-06-27,36964742.0,Vivek,2 nights stay thea place apartment everything need parking space possibility charge ev great offer br unfortunately heavy rain could go tv different entertainment possibilities made stay pleasant br quite advanced check process interesting br highly recommend place,0.9391,2 nights
34890,13172389,83458038.0,2016-07-03,65037210.0,Andrew,lovely 2 nights oslo everything great flat new great location minor issue lot construction going inconvenience us three people flat plenty room least 4 people would definitely stay,0.9217,2 nights
34898,13172389,102526964.0,2016-09-18,48256907.0,Christoph,great weekend nice enjoy sun balcony,0.8779,weekend
34899,13172389,131190427.0,2017-02-11,2619787.0,Jason,stayed business oslo easy walking distance town centre quiet neighbourhood stay winter well equipped purpose stay kevin met us personally great host,0.8442,winter
34905,13172389,175675852.0,2017-07-29,26552950.0,James,lovely apartment new barcode district oslo minutes opera house right sea little beach perfect 8 year old restaurants small supermarket nearby walk town 10 minutes br br everything needed super clean kevin helpful friendly great place stay oslo,0.9748,8 year old
34909,13172389,245216620.0,2018-03-21,14892661.0,Steve,kevin apartment amazing new area oslo convenient walk city center two markets several bars restaurants steps away offering varying array food even winter outdoor seating areas open enjoy sun harbor sure even amazing winter parking dream building cheaper public parking br layout quality furniture bedding bathrooms heated floors washer dryer best traveling kevin fast responding back coordinating key pickup would definitely recommend property business families visiting oslo,0.9735,winter
34913,13172389,300835561.0,2018-08-03,127417294.0,Helena,fantastic location well equipped appartment exactly advertised loved 3 nights,0.8625,3 nights
34933,13191321,87514701.0,2016-07-20,23911694.0,Sam,host canceled reservation 56 days arrival automated posting,0.0,reservation 56 days
34940,13191321,139368987.0,2017-03-25,101534201.0,Chuhan,markus friends helpful house lovely great kitchen bit cold winter fine location good,0.9552,winter
34949,13191321,166920122.0,2017-07-05,115146552.0,Lorna,pay stay apartment good experience oslo br photographs suggest usable space ruin break oslo whatever reason need use apartment cleanliness upkeep apartment good bathroom dirty towels wet floor mats left bathroom full empty toiletry bottles looked years dirty clean throughout could consider using throwing empty bottles kitchen even worse fridge full rotten fruit vegetables food weeks date clean still could bring use oven disgusting opened door closed also unusable beds made sheets left clean dining coffee tables covered crumbs dirt general state apartment bad immediately go shops buy cleaning materials could wipe everything remove layer dust dirt everything dirty finished covered dust dirt week oslo ruined stay dirty surroundings br photos show second room bed squeezed one side room lit photos nothing show hosts items absolutely everywhere actually spilling beds second room balcony stuffed many chairs broken windows curtains blinds mucky cannot touch never mind close much stuff left balcony barbecue heaters lights rusted way could use disappointment first trip norway,-0.9867,years
